"X","Region","Risk","Outcome","PAF","Country","Risk.reduction.policy","Mortality.reduction.policy","Risk.reduction.tax","Mortality.reduction.tax","NCD.cause.grouping","NCD4","self_harm"
7417,"Low SDI","Smoking","Larynx cancer",0.396,"Sao Tome and Principe",0.184493,0.073059228,0.96,0.38016,"Upper aerodigestive tract cancers","yes","no"
7418,"Low SDI","Smoking","Lip and oral cavity cancer",0.174,"Sao Tome and Principe",0.184493,0.032101782,0.96,0.16704,"Upper aerodigestive tract cancers","yes","no"
7419,"Low SDI","Smoking","Nasopharynx cancer",0.182,"Sao Tome and Principe",0.184493,0.033577726,0.96,0.17472,"Upper aerodigestive tract cancers","yes","no"
7420,"Low SDI","Smoking","Esophageal cancer",0.164,"Sao Tome and Principe",0.184493,0.030256852,0.96,0.15744,"Upper aerodigestive tract cancers","yes","no"
7421,"Low SDI","Smoking","Prostate cancer",0.012,"Sao Tome and Principe",0.184493,0.002213916,0.96,0.01152,"Prostate cancer","yes","no"
7422,"Low SDI","Smoking","Tracheal, bronchus, and lung cancer",0.444,"Sao Tome and Principe",0.184493,0.081914892,0.96,0.42624,"Lung cancer","yes","no"
7423,"High-middle SDI","Alcohol","Alcohol use disorders",1,"Saudi Arabia",0,0,0.1225,0.1225,"All other noncommunicable diseases","no","no"
7424,"High-middle SDI","Alcohol","Alcoholic cardiomyopathy",1,"Saudi Arabia",0,0,0.1225,0.1225,"All other cardiovascular diseases","yes","no"
7425,"High-middle SDI","Alcohol","Assault by firearm",0.205,"Saudi Arabia",0,0,0.1225,0.0251125,NA,"no","no"
7426,"High-middle SDI","Alcohol","Assault by other means",0.236,"Saudi Arabia",0,0,0.1225,0.02891,NA,"no","no"
7427,"High-middle SDI","Alcohol","Assault by sharp object",0.237,"Saudi Arabia",0,0,0.1225,0.0290325,NA,"no","no"
7428,"High-middle SDI","Alcohol","Atrial fibrillation and flutter",0.123,"Saudi Arabia",0,0,0.1225,0.0150675,"All other cardiovascular diseases","yes","no"
7429,"High-middle SDI","Alcohol","Breast cancer",0.128,"Saudi Arabia",0,0,0.1225,0.01568,"Breast cancer","yes","no"
7430,"High-middle SDI","Alcohol","Cirrhosis and other chronic liver diseases due to alcohol use",1,"Saudi Arabia",0,0,0.1225,0.1225,"All other noncommunicable diseases","no","no"
7431,"High-middle SDI","Alcohol","Colon and rectum cancer",0.174,"Saudi Arabia",0,0,0.1225,0.021315,"Colon and rectum cancer","yes","no"
7432,"High-middle SDI","Alcohol","Cyclist road injuries",0.193,"Saudi Arabia",0,0,0.1225,0.0236425,"All other noncommunicable diseases","no","no"
7433,"High-middle SDI","Alcohol","Drowning",0.106,"Saudi Arabia",0,0,0.1225,0.012985,"All other noncommunicable diseases","no","no"
7434,"High-middle SDI","Alcohol","Drug-susceptible tuberculosis",0.421,"Saudi Arabia",0,0,0.1225,0.0515725,NA,"no","no"
7435,"High-middle SDI","Alcohol","Idiopathic epilepsy",0.263,"Saudi Arabia",0,0,0.1225,0.0322175,"All other noncommunicable diseases","no","no"
7436,"High-middle SDI","Alcohol","Extensively drug-resistant tuberculosis",0.61,"Saudi Arabia",0,0,0.1225,0.074725,NA,"no","no"
7437,"High-middle SDI","Alcohol","Fire, heat, and hot substances",0.106,"Saudi Arabia",0,0,0.1225,0.012985,"All other noncommunicable diseases","no","no"
7438,"High-middle SDI","Alcohol","Intracerebral hemorrhage",0.245,"Saudi Arabia",0,0,0.1225,0.0300125,"Haemorrhagic stroke","yes","no"
7439,"High-middle SDI","Alcohol","Hypertensive heart disease",0.179,"Saudi Arabia",0,0,0.1225,0.0219275,"All other cardiovascular diseases","yes","no"
7440,"High-middle SDI","Alcohol","Larynx cancer",0.393,"Saudi Arabia",0,0,0.1225,0.0481425,"Upper aerodigestive tract cancers","yes","no"
7441,"High-middle SDI","Alcohol","Lip and oral cavity cancer",0.597,"Saudi Arabia",0,0,0.1225,0.0731325,"Upper aerodigestive tract cancers","yes","no"
7442,"High-middle SDI","Alcohol","Liver cancer due to alcohol use",1,"Saudi Arabia",0,0,0.1225,0.1225,"Liver cancer","yes","no"
7443,"High-middle SDI","Alcohol","Lower respiratory infections",0.116,"Saudi Arabia",0,0,0.1225,0.01421,NA,"no","no"
7444,"High-middle SDI","Alcohol","Motor vehicle road injuries",0.158,"Saudi Arabia",0,0,0.1225,0.019355,"All other noncommunicable diseases","no","no"
7445,"High-middle SDI","Alcohol","Motorcyclist road injuries",0.191,"Saudi Arabia",0,0,0.1225,0.0233975,"All other noncommunicable diseases","no","no"
7446,"High-middle SDI","Alcohol","Multidrug-resistant tuberculosis without extensive drug resistance",0.569,"Saudi Arabia",0,0,0.1225,0.0697025,NA,"no","no"
7447,"High-middle SDI","Alcohol","Nasopharynx cancer",0.554,"Saudi Arabia",0,0,0.1225,0.067865,"Upper aerodigestive tract cancers","yes","no"
7448,"High-middle SDI","Alcohol","Esophageal cancer",0.39,"Saudi Arabia",0,0,0.1225,0.047775,"Upper aerodigestive tract cancers","yes","no"
7449,"High-middle SDI","Alcohol","Other pharynx cancer",0.652,"Saudi Arabia",0,0,0.1225,0.07987,"Upper aerodigestive tract cancers","yes","no"
7450,"High-middle SDI","Alcohol","Other road injuries",0.186,"Saudi Arabia",0,0,0.1225,0.022785,"All other noncommunicable diseases","no","no"
7451,"High-middle SDI","Alcohol","Other transport injuries",0.213,"Saudi Arabia",0,0,0.1225,0.0260925,"All other noncommunicable diseases","no","no"
7452,"High-middle SDI","Alcohol","Other unintentional injuries",0.116,"Saudi Arabia",0,0,0.1225,0.01421,"All other noncommunicable diseases","no","no"
7453,"High-middle SDI","Alcohol","Pancreatitis",0.517,"Saudi Arabia",0,0,0.1225,0.0633325,"All other noncommunicable diseases","no","no"
7454,"High-middle SDI","Alcohol","Pedestrian road injuries",0.173,"Saudi Arabia",0,0,0.1225,0.0211925,"All other noncommunicable diseases","no","no"
7455,"High-middle SDI","Alcohol","Poisonings",0.102,"Saudi Arabia",0,0,0.1225,0.012495,"All other noncommunicable diseases","no","no"
7456,"High-middle SDI","Alcohol","Self-harm by firearm",0.316,"Saudi Arabia",0,0,0.1225,0.03871,"All other noncommunicable diseases","no","yes"
7457,"High-middle SDI","Alcohol","Self-harm by other specified means",0.336,"Saudi Arabia",0,0,0.1225,0.04116,"All other noncommunicable diseases","no","yes"
7458,"High-middle SDI","Smoking","Acute myeloid leukaemia",0.105,"Saudi Arabia",0.10399825,0.010919816,0.800064,0.08400672,"All other cancers","yes","no"
7459,"High-middle SDI","Smoking","All causes",0.148,"Saudi Arabia",0.10399825,0.015391741,0.800064,0.118409472,NA,"no","no"
7460,"High-middle SDI","Smoking","Aortic aneurysm",0.178,"Saudi Arabia",0.10399825,0.018511689,0.800064,0.142411392,"All other cardiovascular diseases","yes","no"
7461,"High-middle SDI","Smoking","Asthma",0.141,"Saudi Arabia",0.10399825,0.014663753,0.800064,0.112809024,"Chronic respiratory diseases","yes","no"
7462,"High-middle SDI","Smoking","Bladder cancer",0.302,"Saudi Arabia",0.10399825,0.031407472,0.800064,0.241619328,"All other cancers","yes","no"
7463,"High-middle SDI","Smoking","Chronic lymphoid leukaemia",0.133,"Saudi Arabia",0.10399825,0.013831767,0.800064,0.106408512,"All other cancers","yes","no"
7464,"High-middle SDI","Smoking","Chronic myeloid leukaemia",0.114,"Saudi Arabia",0.10399825,0.011855801,0.800064,0.091207296,"All other cancers","yes","no"
7465,"High-middle SDI","Smoking","Chronic obstructive pulmonary disease",0.555,"Saudi Arabia",0.10399825,0.057719029,0.800064,0.44403552,"Chronic respiratory diseases","yes","no"
7466,"High-middle SDI","Smoking","Drug-susceptible tuberculosis",0.144,"Saudi Arabia",0.10399825,0.014975748,0.800064,0.115209216,NA,"no","no"
7467,"High-middle SDI","Smoking","Extensively drug-resistant tuberculosis",0.184,"Saudi Arabia",0.10399825,0.019135678,0.800064,0.147211776,NA,"no","no"
7468,"High-middle SDI","Smoking","Intracerebral hemorrhage",0.209,"Saudi Arabia",0.10399825,0.021735634,0.800064,0.167213376,"Haemorrhagic stroke","yes","no"
7469,"High-middle SDI","Smoking","Hypertensive heart disease",0.115,"Saudi Arabia",0.10399825,0.011959799,0.800064,0.09200736,"All other cardiovascular diseases","yes","no"
7470,"High-middle SDI","Smoking","Ischemic heart disease",0.153,"Saudi Arabia",0.10399825,0.015911732,0.800064,0.122409792,"Ischaemic heart disease","yes","no"
7471,"High-middle SDI","Smoking","Ischemic stroke",0.13,"Saudi Arabia",0.10399825,0.013519773,0.800064,0.10400832,"Ischaemic stroke","yes","no"
7472,"High-middle SDI","Smoking","Kidney cancer",0.19,"Saudi Arabia",0.10399825,0.019759668,0.800064,0.15201216,"All other cancers","yes","no"
7473,"High-middle SDI","Smoking","Larynx cancer",0.756,"Saudi Arabia",0.10399825,0.078622677,0.800064,0.604848384,"Upper aerodigestive tract cancers","yes","no"
7474,"High-middle SDI","Smoking","Lip and oral cavity cancer",0.533,"Saudi Arabia",0.10399825,0.055431067,0.800064,0.426434112,"Upper aerodigestive tract cancers","yes","no"
7475,"High-middle SDI","Smoking","Liver cancer due to alcohol use",0.136,"Saudi Arabia",0.10399825,0.014143762,0.800064,0.108808704,"Liver cancer","yes","no"
7476,"High-middle SDI","Smoking","Liver cancer due to hepatitis B",0.127,"Saudi Arabia",0.10399825,0.013207778,0.800064,0.101608128,"Liver cancer","yes","no"
7477,"High-middle SDI","Smoking","Liver cancer due to hepatitis C",0.162,"Saudi Arabia",0.10399825,0.016847717,0.800064,0.129610368,"Liver cancer","yes","no"
7478,"High-middle SDI","Smoking","Liver cancer due to other causes",0.142,"Saudi Arabia",0.10399825,0.014767752,0.800064,0.113609088,"Liver cancer","yes","no"
7479,"High-middle SDI","Smoking","Lower respiratory infections",0.244,"Saudi Arabia",0.10399825,0.025375573,0.800064,0.195215616,NA,"no","no"
7480,"High-middle SDI","Smoking","Multidrug-resistant tuberculosis without extensive drug resistanc",0.174,"Saudi Arabia",0.10399825,0.018095696,0.800064,0.139211136,NA,"no","no"
7481,"High-middle SDI","Smoking","Multiple sclerosis",0.117,"Saudi Arabia",0.10399825,0.012167795,0.800064,0.093607488,"All other noncommunicable diseases","no","no"
7482,"High-middle SDI","Smoking","Nasopharynx cancer",0.345,"Saudi Arabia",0.10399825,0.035879396,0.800064,0.27602208,"Upper aerodigestive tract cancers","yes","no"
7483,"High-middle SDI","Smoking","Esophageal cancer",0.393,"Saudi Arabia",0.10399825,0.040871312,0.800064,0.314425152,"Upper aerodigestive tract cancers","yes","no"
7484,"High-middle SDI","Smoking","Other cardiovascular and circulatory diseases",0.134,"Saudi Arabia",0.10399825,0.013935766,0.800064,0.107208576,"All other cardiovascular diseases","yes","no"
7485,"High-middle SDI","Smoking","Other chronic respiratory diseases",0.151,"Saudi Arabia",0.10399825,0.015703736,0.800064,0.120809664,"Chronic respiratory diseases","yes","no"
7486,"High-middle SDI","Smoking","Pancreatic cancer",0.182,"Saudi Arabia",0.10399825,0.018927682,0.800064,0.145611648,"All other cancers","yes","no"
7487,"High-middle SDI","Smoking","Peptic ulcer disease",0.186,"Saudi Arabia",0.10399825,0.019343675,0.800064,0.148811904,"All other noncommunicable diseases","no","no"
7488,"High-middle SDI","Smoking","Peripheral artery disease",0.113,"Saudi Arabia",0.10399825,0.011751802,0.800064,0.090407232,"All other cardiovascular diseases","no","no"
7489,"High-middle SDI","Smoking","Prostate cancer",0.053,"Saudi Arabia",0.10399825,0.005511907,0.800064,0.042403392,"Prostate cancer","yes","no"
7490,"High-middle SDI","Smoking","Stomach cancer",0.122,"Saudi Arabia",0.10399825,0.012687787,0.800064,0.097607808,"Stomach cancer","yes","no"
7491,"High-middle SDI","Smoking","Tracheal, bronchus, and lung cancer",0.719,"Saudi Arabia",0.10399825,0.074774742,0.800064,0.575246016,"Lung cancer","yes","no"
7492,"Low SDI","Alcohol","Alcohol use disorders",1,"Senegal",0.1345,0.1345,0.1225,0.1225,"All other noncommunicable diseases","no","no"
7493,"Low SDI","Alcohol","Alcoholic cardiomyopathy",1,"Senegal",0.1345,0.1345,0.1225,0.1225,"All other cardiovascular diseases","yes","no"
7494,"Low SDI","Alcohol","Cirrhosis and other chronic liver diseases due to alcohol use",1,"Senegal",0.1345,0.1345,0.1225,0.1225,"All other noncommunicable diseases","no","no"
7495,"Low SDI","Alcohol","Drug-susceptible tuberculosis",0.253,"Senegal",0.1345,0.0340285,0.1225,0.0309925,NA,"no","no"
7496,"Low SDI","Alcohol","Idiopathic epilepsy",0.138,"Senegal",0.1345,0.018561,0.1225,0.016905,"All other noncommunicable diseases","no","no"
7497,"Low SDI","Alcohol","Extensively drug-resistant tuberculosis",0.15,"Senegal",0.1345,0.020175,0.1225,0.018375,NA,"no","no"
7498,"Low SDI","Alcohol","Intracerebral hemorrhage",0.102,"Senegal",0.1345,0.013719,0.1225,0.012495,"Haemorrhagic stroke","yes","no"
7499,"Low SDI","Alcohol","Hypertensive heart disease",0.111,"Senegal",0.1345,0.0149295,0.1225,0.0135975,"All other cardiovascular diseases","yes","no"
7500,"Low SDI","Alcohol","Larynx cancer",0.174,"Senegal",0.1345,0.023403,0.1225,0.021315,"Upper aerodigestive tract cancers","yes","no"
7501,"Low SDI","Alcohol","Lip and oral cavity cancer",0.302,"Senegal",0.1345,0.040619,0.1225,0.036995,"Upper aerodigestive tract cancers","yes","no"
7502,"Low SDI","Alcohol","Liver cancer due to alcohol use",1,"Senegal",0.1345,0.1345,0.1225,0.1225,"Liver cancer","yes","no"
7503,"Low SDI","Alcohol","Multidrug-resistant tuberculosis without extensive drug resistance",0.204,"Senegal",0.1345,0.027438,0.1225,0.02499,NA,"no","no"
7504,"Low SDI","Alcohol","Nasopharynx cancer",0.329,"Senegal",0.1345,0.0442505,0.1225,0.0403025,"Upper aerodigestive tract cancers","yes","no"
7505,"Low SDI","Alcohol","Esophageal cancer",0.215,"Senegal",0.1345,0.0289175,0.1225,0.0263375,"Upper aerodigestive tract cancers","yes","no"
7506,"Low SDI","Alcohol","Other pharynx cancer",0.335,"Senegal",0.1345,0.0450575,0.1225,0.0410375,"Upper aerodigestive tract cancers","yes","no"
7507,"Low SDI","Alcohol","Pancreatitis",0.274,"Senegal",0.1345,0.036853,0.1225,0.033565,"All other noncommunicable diseases","no","no"
7508,"Low SDI","Alcohol","Self-harm by firearm",0.142,"Senegal",0.1345,0.019099,0.1225,0.017395,"All other noncommunicable diseases","no","yes"
7509,"Low SDI","Alcohol","Self-harm by other specified means",0.14,"Senegal",0.1345,0.01883,0.1225,0.01715,"All other noncommunicable diseases","no","yes"
7510,"Low SDI","Smoking","Aortic aneurysm",0.128,"Senegal",0.116425,0.0149024,0.7152,0.0915456,"All other cardiovascular diseases","yes","no"
7511,"Low SDI","Smoking","Chronic obstructive pulmonary disease",0.252,"Senegal",0.116425,0.0293391,0.7152,0.1802304,"Chronic respiratory diseases","yes","no"
7512,"Low SDI","Smoking","Intracerebral hemorrhage",0.111,"Senegal",0.116425,0.012923175,0.7152,0.0793872,"Haemorrhagic stroke","yes","no"
7513,"Low SDI","Smoking","Ischemic heart disease",0.111,"Senegal",0.116425,0.012923175,0.7152,0.0793872,"Ischaemic heart disease","yes","no"
7514,"Low SDI","Smoking","Larynx cancer",0.396,"Senegal",0.116425,0.0461043,0.7152,0.2832192,"Upper aerodigestive tract cancers","yes","no"
7515,"Low SDI","Smoking","Lip and oral cavity cancer",0.174,"Senegal",0.116425,0.02025795,0.7152,0.1244448,"Upper aerodigestive tract cancers","yes","no"
7516,"Low SDI","Smoking","Nasopharynx cancer",0.182,"Senegal",0.116425,0.02118935,0.7152,0.1301664,"Upper aerodigestive tract cancers","yes","no"
7517,"Low SDI","Smoking","Esophageal cancer",0.164,"Senegal",0.116425,0.0190937,0.7152,0.1172928,"Upper aerodigestive tract cancers","yes","no"
7518,"Low SDI","Smoking","Prostate cancer",0.012,"Senegal",0.116425,0.0013971,0.7152,0.0085824,"Prostate cancer","yes","no"
7519,"Low SDI","Smoking","Tracheal, bronchus, and lung cancer",0.444,"Senegal",0.116425,0.0516927,0.7152,0.3175488,"Lung cancer","yes","no"
7520,"High-middle SDI","Alcohol","Alcohol use disorders",1,"Serbia",0.1345,0.1345,0.1225,0.1225,"All other noncommunicable diseases","no","no"
7521,"High-middle SDI","Alcohol","Alcoholic cardiomyopathy",1,"Serbia",0.1345,0.1345,0.1225,0.1225,"All other cardiovascular diseases","yes","no"
7522,"High-middle SDI","Alcohol","Assault by firearm",0.205,"Serbia",0.1345,0.0275725,0.1225,0.0251125,NA,"no","no"
7523,"High-middle SDI","Alcohol","Assault by other means",0.236,"Serbia",0.1345,0.031742,0.1225,0.02891,NA,"no","no"
7524,"High-middle SDI","Alcohol","Assault by sharp object",0.237,"Serbia",0.1345,0.0318765,0.1225,0.0290325,NA,"no","no"
7525,"High-middle SDI","Alcohol","Atrial fibrillation and flutter",0.123,"Serbia",0.1345,0.0165435,0.1225,0.0150675,"All other cardiovascular diseases","yes","no"
7526,"High-middle SDI","Alcohol","Breast cancer",0.128,"Serbia",0.1345,0.017216,0.1225,0.01568,"Breast cancer","yes","no"
7527,"High-middle SDI","Alcohol","Cirrhosis and other chronic liver diseases due to alcohol use",1,"Serbia",0.1345,0.1345,0.1225,0.1225,"All other noncommunicable diseases","no","no"
7528,"High-middle SDI","Alcohol","Colon and rectum cancer",0.174,"Serbia",0.1345,0.023403,0.1225,0.021315,"Colon and rectum cancer","yes","no"
7529,"High-middle SDI","Alcohol","Cyclist road injuries",0.193,"Serbia",0.1345,0.0259585,0.1225,0.0236425,"All other noncommunicable diseases","no","no"
7530,"High-middle SDI","Alcohol","Drowning",0.106,"Serbia",0.1345,0.014257,0.1225,0.012985,"All other noncommunicable diseases","no","no"
7531,"High-middle SDI","Alcohol","Drug-susceptible tuberculosis",0.421,"Serbia",0.1345,0.0566245,0.1225,0.0515725,NA,"no","no"
7532,"High-middle SDI","Alcohol","Idiopathic epilepsy",0.263,"Serbia",0.1345,0.0353735,0.1225,0.0322175,"All other noncommunicable diseases","no","no"
7533,"High-middle SDI","Alcohol","Extensively drug-resistant tuberculosis",0.61,"Serbia",0.1345,0.082045,0.1225,0.074725,NA,"no","no"
7534,"High-middle SDI","Alcohol","Fire, heat, and hot substances",0.106,"Serbia",0.1345,0.014257,0.1225,0.012985,"All other noncommunicable diseases","no","no"
7535,"High-middle SDI","Alcohol","Intracerebral hemorrhage",0.245,"Serbia",0.1345,0.0329525,0.1225,0.0300125,"Haemorrhagic stroke","yes","no"
7536,"High-middle SDI","Alcohol","Hypertensive heart disease",0.179,"Serbia",0.1345,0.0240755,0.1225,0.0219275,"All other cardiovascular diseases","yes","no"
7537,"High-middle SDI","Alcohol","Larynx cancer",0.393,"Serbia",0.1345,0.0528585,0.1225,0.0481425,"Upper aerodigestive tract cancers","yes","no"
7538,"High-middle SDI","Alcohol","Lip and oral cavity cancer",0.597,"Serbia",0.1345,0.0802965,0.1225,0.0731325,"Upper aerodigestive tract cancers","yes","no"
7539,"High-middle SDI","Alcohol","Liver cancer due to alcohol use",1,"Serbia",0.1345,0.1345,0.1225,0.1225,"Liver cancer","yes","no"
7540,"High-middle SDI","Alcohol","Lower respiratory infections",0.116,"Serbia",0.1345,0.015602,0.1225,0.01421,NA,"no","no"
7541,"High-middle SDI","Alcohol","Motor vehicle road injuries",0.158,"Serbia",0.1345,0.021251,0.1225,0.019355,"All other noncommunicable diseases","no","no"
7542,"High-middle SDI","Alcohol","Motorcyclist road injuries",0.191,"Serbia",0.1345,0.0256895,0.1225,0.0233975,"All other noncommunicable diseases","no","no"
7543,"High-middle SDI","Alcohol","Multidrug-resistant tuberculosis without extensive drug resistance",0.569,"Serbia",0.1345,0.0765305,0.1225,0.0697025,NA,"no","no"
